Time	Channel Voltage	Channel Current	Channel LP1	Channel LP2
(us)	(V)	(V)	(V)	(V)

-10.13999977	-7.87893677	0.00000000	0.09688731	0.05059670
-10.13599977	-7.87893677	0.00000000	0.09688731	0.05075049
-10.13199977	-7.87893677	0.00000000	0.09688731	0.05075049
-10.12799977	-7.87893677	0.00000000	0.09688731	0.05075049
-10.12399977	-7.87893677	0.00000000	0.09534941	0.05075049
-10.11999977	-7.87893677	0.00000000	0.09534941	0.05075049
-10.11599977	-7.87893677	0.00000000	0.09534941	0.05090428
-10.11199977	-7.87893677	0.00000000	0.09534941	0.05090428
-10.10799977	-7.87893677	0.00000000	0.09381152	0.05090428
-10.10399977	-7.87893677	0.00000000	0.09381152	0.05090428
-10.09999977	-7.87893677	0.00000000	0.09381152	0.05090428
-10.09599977	-7.87893677	0.00000000	0.09381152	0.05090428
-10.09199977	-7.87893677	0.00000000	0.09381152	0.05090428
-10.08799977	-7.87893677	0.00000000	0.09381152	0.05105807
-10.08399977	-7.87893677	0.00000000	0.09381152	0.05105807
-10.07999977	-7.87893677	0.00000000	0.09381152	0.05105807
-10.07599977	-7.87893677	0.00000000	0.09381152	0.05105807
-10.07199977	-7.87893677	0.00000000	0.09381152	0.05105807
-10.06799977	-7.87893677	0.00000000	0.09227362	0.05105807
-10.06399977	-7.87893677	0.00000000	0.09227362	0.05105807
-10.05999977	-7.87893677	0.00000000	0.09227362	0.05105807
-10.05599977	-7.87893677	0.00000000	0.09227362	0.05105807
-10.05199977	-7.87893677	0.00000000	0.09227362	0.05105807
-10.04799977	-7.87893677	0.00000000	0.09227362	0.05105807
-10.04399977	-7.87893677	0.00000000	0.09227362	0.05105807
-10.03999977	-7.87893677	0.00000000	0.09381152	0.05121186
-10.03599977	-7.87893677	0.00000000	0.09381152	0.05105807
-10.03199977	-7.87893677	0.00000000	0.09381152	0.05105807
-10.02799978	-7.87893677	0.00000000	0.09381152	0.05105807
-10.02399978	-7.87893677	0.00000000	0.09381152	0.05105807
-10.01999978	-7.87893677	0.00000000	0.09381152	0.05121186
-10.01599978	-7.87893677	0.00000000	0.09381152	0.05121186
-10.01199978	-7.87893677	0.00000000	0.09381152	0.05105807
-10.00799978	-7.87893677	0.00000000	0.09381152	0.05105807
-10.00399978	-7.87893677	0.00000000	0.09381152	0.05105807
